@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute handpos-1 {0,1,2,3,4,5}

@data
4240,'2017/02/21 02:16:34:735',8,-168.316696,-3.408173,3
4241,'2017/02/21 02:16:34:751',8,-168.110397,-3.785004,3
4242,'2017/02/21 02:16:34:768',8,-167.676376,-4.252975,3
4243,'2017/02/21 02:16:34:785',8,-167.193466,-4.522865,3
4244,'2017/02/21 02:16:34:802',8,-166.345459,-4.346794,3
4245,'2017/02/21 02:16:34:819',8,-165.938721,-4.049347,3
4246,'2017/02/21 02:16:34:835',8,-165.40564,-3.517708,3
4247,'2017/02/21 02:16:34:852',8,-164.782043,-3.910919,3
4248,'2017/02/21 02:16:34:873',8,-164.519882,-5.025002,3
4249,'2017/02/21 02:16:34:884',8,-164.134735,-6.139977,3
4250,'2017/02/21 02:16:34:901',8,-160.099747,-6.715034,3
4251,'2017/02/21 02:16:34:918',8,-161.35614,-4.92878,3
4252,'2017/02/21 02:16:34:934',8,-162.442871,-3.515411,3
4253,'2017/02/21 02:16:34:951',8,-161.035675,-4.61293,3
4254,'2017/02/21 02:16:34:968',8,-161.634735,-2.660568,3
4255,'2017/02/21 02:16:34:985',8,-162.12912,-1.776978,3
4256,'2017/02/21 02:16:35:001',8,-162.484894,-0.414658,3
4257,'2017/02/21 02:16:35:018',8,-161.398605,-1.349594,3
4258,'2017/02/21 02:16:35:035',8,-161.607529,0.997971,3
4259,'2017/02/21 02:16:35:051',8,-161.945297,1.888214,3
4260,'2017/02/21 02:16:35:069',8,-162.39682,3.576569,3
4261,'2017/02/21 02:16:35:089',8,-162.625,4.224014,3
4262,'2017/02/21 02:16:35:100',8,-163.001328,3.494522,3
4263,'2017/02/21 02:16:35:117',8,-163.095108,2.989548,3
4264,'2017/02/21 02:16:35:134',8,-162.883408,2.474365,3
4265,'2017/02/21 02:16:35:151',8,-162.520218,2.192078,3
4266,'2017/02/21 02:16:35:167',8,-162.207855,2.007126,3
4267,'2017/02/21 02:16:35:184',8,-162.325653,1.975449,3
4268,'2017/02/21 02:16:35:201',8,-162.80098,1.830627,3
4269,'2017/02/21 02:16:35:217',8,-163.319962,1.64978,3
4270,'2017/02/21 02:16:35:234',8,-162.966034,1.199615,3
4271,'2017/02/21 02:16:35:251',8,-162.725723,0.805405,3
4272,'2017/02/21 02:16:35:271',8,-163.094421,0.366364,3
4273,'2017/02/21 02:16:35:284',8,-163.277817,0.118423,3
4274,'2017/02/21 02:16:35:300',8,-163.404846,0.019531,3
4275,'2017/02/21 02:16:35:317',8,-162.32309,-0.322693,3
4276,'2017/02/21 02:16:35:333',8,-161.031952,-0.837112,3
4277,'2017/02/21 02:16:35:351',8,-161.18277,-0.874069,3
4278,'2017/02/21 02:16:35:367',8,-162.465515,-0.878616,3
4279,'2017/02/21 02:16:35:384',8,-162.502014,-1.160294,3
4280,'2017/02/21 02:16:35:404',8,-162.293243,-1.851563,3
4281,'2017/02/21 02:16:35:417',8,-162.21817,-2.022598,3
4282,'2017/02/21 02:16:35:437',8,-164.234833,-2.092636,3
4283,'2017/02/21 02:16:35:451',8,-163.794678,-1.925323,3
4284,'2017/02/21 02:16:35:471',8,-162.860382,-1.932831,3
4285,'2017/02/21 02:16:35:488',8,-162.645569,-1.688004,3
4286,'2017/02/21 02:16:35:500',8,-162.536072,-1.535187,3
4287,'2017/02/21 02:16:35:522',8,-162.974548,-1.720184,3
4288,'2017/02/21 02:16:35:538',8,-163.135101,-1.200867,3
4289,'2017/02/21 02:16:35:556',8,-163.172241,-1.266647,3
4290,'2017/02/21 02:16:35:572',8,-162.952621,-0.92926,3
4291,'2017/02/21 02:16:35:587',8,-163.112823,-0.734406,3
4292,'2017/02/21 02:16:35:605',8,-163.314697,-0.805862,3
4293,'2017/02/21 02:16:35:620',8,-162.817474,-0.503647,3
4294,'2017/02/21 02:16:35:638',8,-162.558929,-0.593811,3
4295,'2017/02/21 02:16:35:654',8,-163.182495,-0.131866,3
4296,'2017/02/21 02:16:35:671',8,-162.345215,0.043549,3
4297,'2017/02/21 02:16:35:687',8,-163.322784,0.055634,3
4298,'2017/02/21 02:16:35:704',8,-162.995316,0.237808,3
4299,'2017/02/21 02:16:35:721',8,-162.02182,-1.227921,3
4300,'2017/02/21 02:16:35:738',8,-161.98291,-1.230881,3
4301,'2017/02/21 02:16:35:755',8,-161.820251,-0.990829,3
4302,'2017/02/21 02:16:35:772',8,-161.593536,-0.657455,3
4303,'2017/02/21 02:16:35:787',8,-161.278381,-0.278229,3
4304,'2017/02/21 02:16:35:805',8,-161.348389,0.12944,3
4305,'2017/02/21 02:16:35:820',8,-161.396957,0.562531,3
4306,'2017/02/21 02:16:35:837',8,-161.336304,0.896454,3
4307,'2017/02/21 02:16:35:853',8,-161.322113,0.873245,3
4308,'2017/02/21 02:16:35:870',8,-161.413925,0.759796,3
4309,'2017/02/21 02:16:35:887',8,-161.411224,0.392365,3
4310,'2017/02/21 02:16:35:904',8,-161.385269,0.180786,3
4311,'2017/02/21 02:16:35:920',8,-161.115952,0.009964,3
4312,'2017/02/21 02:16:35:937',8,-160.892151,-0.090958,3
4313,'2017/02/21 02:16:35:954',8,-160.887283,-0.748627,3
4314,'2017/02/21 02:16:35:971',8,-160.957916,-0.892792,3
4315,'2017/02/21 02:16:35:988',8,-161.094604,-1.154129,3
4316,'2017/02/21 02:16:36:003',8,-161.059143,-0.660309,3
4317,'2017/02/21 02:16:36:019',8,-161.550888,-0.565506,3
4318,'2017/02/21 02:16:36:037',8,-162.050903,-0.53923,3
4319,'2017/02/21 02:16:36:054',8,-162.461304,0.556976,3
4320,'2017/02/21 02:16:36:070',8,-163.094849,0.208817,3
4321,'2017/02/21 02:16:36:086',8,-163.812988,-0.087234,3
4322,'2017/02/21 02:16:36:103',8,-164.211609,0.558685,3
4323,'2017/02/21 02:16:36:120',8,-164.864029,0.79734,3
4324,'2017/02/21 02:16:36:138',8,-165.282806,0.109436,3
4325,'2017/02/21 02:16:36:154',8,-165.369049,-0.697731,3
4326,'2017/02/21 02:16:36:171',8,-165.539383,-0.202843,3
4327,'2017/02/21 02:16:36:187',8,-166.060883,1.523216,3
4328,'2017/02/21 02:16:36:204',8,-166.622147,1.454887,3
4329,'2017/02/21 02:16:36:219',8,-167.263153,1.462959,3
4330,'2017/02/21 02:16:36:236',8,-167.84906,1.067665,3
4331,'2017/02/21 02:16:36:253',8,-168.874817,1.320999,3
4332,'2017/02/21 02:16:36:269',8,-169.67514,1.159363,3
4333,'2017/02/21 02:16:36:287',8,-170.037018,1.689362,3
4334,'2017/02/21 02:16:36:304',8,-170.960022,2.52758,3
4335,'2017/02/21 02:16:36:320',8,-171.425293,2.092873,3
4336,'2017/02/21 02:16:36:336',8,-170.29245,0.122215,3
4337,'2017/02/21 02:16:36:353',8,-170.370453,-2.011375,3
4338,'2017/02/21 02:16:36:370',8,-170.267975,-3.343697,3
4339,'2017/02/21 02:16:36:386',8,-170.633194,-2.518463,3
4340,'2017/02/21 02:16:36:402',8,-170.853653,-0.721092,3
4341,'2017/02/21 02:16:36:419',8,-170.588013,2.387566,3
4342,'2017/02/21 02:16:36:436',8,-170.537262,3.634605,3
4343,'2017/02/21 02:16:36:453',8,-171.623886,5.248856,3
4344,'2017/02/21 02:16:36:469',8,-172.330048,5.710052,3
4345,'2017/02/21 02:16:36:486',8,-172.44693,6.142746,3
4346,'2017/02/21 02:16:36:502',8,-170.881195,5.653175,3
4347,'2017/02/21 02:16:36:518',8,-168.742081,4.741943,3
4348,'2017/02/21 02:16:36:536',8,-167.382614,4.738197,3
4349,'2017/02/21 02:16:36:552',8,-167.631317,5.061668,3
4350,'2017/02/21 02:16:36:569',8,-167.846741,5.406731,3
4351,'2017/02/21 02:16:36:585',8,-166.670349,5.261688,3
4352,'2017/02/21 02:16:36:602',8,-165.539261,5.099144,3
4353,'2017/02/21 02:16:36:618',8,-167.350128,5.766571,3
4354,'2017/02/21 02:16:36:639',8,-167.431549,6.338196,3
4355,'2017/02/21 02:16:36:652',8,-166.557739,6.989769,3
4356,'2017/02/21 02:16:36:668',8,-165.518005,7.355148,3
4364,'2017/02/21 02:16:36:802',8,-169.387329,12.059906,3
4365,'2017/02/21 02:16:36:818',8,-169.426727,9.583191,3
4366,'2017/02/21 02:16:36:835',8,-169.949585,8.267357,3
4367,'2017/02/21 02:16:36:852',8,-170.454285,7.206833,3
4368,'2017/02/21 02:16:36:868',8,-169.675629,6.486176,3
4369,'2017/02/21 02:16:36:888',8,-168.566162,6.869858,3
4370,'2017/02/21 02:16:36:901',8,-168.060318,7.098892,3
4371,'2017/02/21 02:16:36:919',8,-169.07991,6.263222,3
4372,'2017/02/21 02:16:36:936',8,-169.919724,4.756454,3
4373,'2017/02/21 02:16:36:952',8,-169.394531,3.260529,3
4374,'2017/02/21 02:16:36:969',8,-169.948273,3.756348,3
4375,'2017/02/21 02:16:36:985',8,-170.546722,3.367104,3
4376,'2017/02/21 02:16:37:000',8,-170.37912,3.641357,3
4377,'2017/02/21 02:16:37:018',8,-169.745422,4.122665,3
4378,'2017/02/21 02:16:37:034',8,-169.6548,2.689636,3
4379,'2017/02/21 02:16:37:051',8,-169.405884,2.516296,3
4380,'2017/02/21 02:16:37:068',8,-169.230804,2.693817,3
4381,'2017/02/21 02:16:37:084',8,-169.022507,2.121178,3
4382,'2017/02/21 02:16:37:101',8,-168.48056,0.375977,3
4383,'2017/02/21 02:16:37:118',8,-168.26506,0.235481,3
4384,'2017/02/21 02:16:37:136',8,-167.654282,0.36586,3
4385,'2017/02/21 02:16:37:152',8,-167.214264,0.060379,3
4386,'2017/02/21 02:16:37:169',8,-166.921997,-1.19252,3
4387,'2017/02/21 02:16:37:188',8,-166.469788,-1.405807,3
4388,'2017/02/21 02:16:37:200',8,-166.323029,-1.724457,3
4389,'2017/02/21 02:16:37:217',8,-165.905945,-1.084122,3
4390,'2017/02/21 02:16:37:234',8,-166.502563,-0.817032,3
4391,'2017/02/21 02:16:37:251',8,-167.153549,-1.66954,3
4392,'2017/02/21 02:16:37:267',8,-166.480652,-1.869537,3
4393,'2017/02/21 02:16:37:284',8,-165.241302,-1.540955,3
4394,'2017/02/21 02:16:37:300',8,-165.590118,-1.559937,3
4395,'2017/02/21 02:16:37:318',8,-165.572845,-1.901917,3
4396,'2017/02/21 02:16:37:338',8,-165.752075,-3.064987,3
4397,'2017/02/21 02:16:37:351',8,-165.613312,-2.93895,3
4398,'2017/02/21 02:16:37:369',8,-165.130142,-2.591705,3
4399,'2017/02/21 02:16:37:387',8,-166.655396,-2.98494,3
4400,'2017/02/21 02:16:37:401',8,-165.721771,-4.112244,3
4401,'2017/02/21 02:16:37:417',8,-165.290176,-4.483826,3
4402,'2017/02/21 02:16:37:434',8,-165.34964,-4.464447,3
4403,'2017/02/21 02:16:37:455',8,-166.119507,-4.210083,3
4404,'2017/02/21 02:16:37:468',8,-165.824463,-4.604477,3
4405,'2017/02/21 02:16:37:483',8,-165.51355,-5.148682,3
4406,'2017/02/21 02:16:37:500',8,-165.781433,-5.402069,3
4407,'2017/02/21 02:16:37:517',8,-165.781433,-5.402069,3
4408,'2017/02/21 02:16:37:537',8,-166.464203,-5.81633,3
4409,'2017/02/21 02:16:37:554',8,-165.860565,-6.311554,3
4410,'2017/02/21 02:16:37:572',8,-165.922455,-3.642258,3
4411,'2017/02/21 02:16:37:584',8,-165.557785,-2.561935,3
4412,'2017/02/21 02:16:37:605',8,-165.798248,-2.988098,3
4413,'2017/02/21 02:16:37:621',8,-166.33078,-2.944183,3
4414,'2017/02/21 02:16:37:640',8,-166.132919,-3.298981,3
4415,'2017/02/21 02:16:37:650',8,-166.483734,-3.428925,3
4416,'2017/02/21 02:16:37:672',8,-166.986298,-3.690964,3
4417,'2017/02/21 02:16:37:689',8,-166.882065,-3.281342,3
4418,'2017/02/21 02:16:37:704',8,-166.7612,-2.777451,3
4419,'2017/02/21 02:16:37:721',8,-167.324127,-1.852493,3
4420,'2017/02/21 02:16:37:738',8,-168.2108,-1.451904,3
4421,'2017/02/21 02:16:37:753',8,-168.80899,-1.51445,3
4422,'2017/02/21 02:16:37:770',8,-168.891647,-1.730927,3
4423,'2017/02/21 02:16:37:787',8,-167.905792,-1.22522,3
4424,'2017/02/21 02:16:37:803',8,-167.587311,-2.285797,3
4425,'2017/02/21 02:16:37:820',8,-167.626343,-2.297821,3
4426,'2017/02/21 02:16:37:838',8,-166.299423,-2.674133,3
4427,'2017/02/21 02:16:37:855',8,-165.820557,-2.747162,3
4428,'2017/02/21 02:16:37:872',8,-166.00882,-3.134247,3
4429,'2017/02/21 02:16:37:891',8,-166.052017,-4.869812,3
4430,'2017/02/21 02:16:37:903',8,-165.472473,-5.474869,3
4431,'2017/02/21 02:16:37:920',8,-165.403732,-8.239395,3
4432,'2017/02/21 02:16:37:940',8,-167.923172,-14.816559,3
4462,'2017/02/21 02:16:38:426',8,-171.548508,-14.934586,3
4463,'2017/02/21 02:16:38:447',8,-167.602859,-8.460526,3
4464,'2017/02/21 02:16:38:460',8,-167.932846,-8.083893,3
4465,'2017/02/21 02:16:38:477',8,-167.004715,-4.40477,3
4466,'2017/02/21 02:16:38:494',8,-167.623596,0.134705,3
4467,'2017/02/21 02:16:38:510',8,-167.721863,1.884109,3
4468,'2017/02/21 02:16:38:526',8,-166.365341,3.435867,3
4469,'2017/02/21 02:16:38:543',8,-167.385483,4.011154,3
4470,'2017/02/21 02:16:38:559',8,-167.193817,5.040848,3
4471,'2017/02/21 02:16:38:576',8,-167.125824,5.087891,3
4472,'2017/02/21 02:16:38:593',8,-167.311005,4.86171,3
4473,'2017/02/21 02:16:38:609',8,-167.179993,4.716156,3
4474,'2017/02/21 02:16:38:626',8,-166.27887,4.810959,3
4475,'2017/02/21 02:16:38:647',8,-168.206329,6.980179,3
4476,'2017/02/21 02:16:38:660',8,-168.54808,5.776138,3
4477,'2017/02/21 02:16:38:677',8,-170.328903,8.067398,3
4478,'2017/02/21 02:16:38:694',8,-170.141998,8.694489,3
4479,'2017/02/21 02:16:38:710',8,-171.537369,6.880524,3
4480,'2017/02/21 02:16:38:727',8,-170.873428,8.312469,3
4481,'2017/02/21 02:16:38:742',8,-169.619232,9.076569,3
4482,'2017/02/21 02:16:38:759',8,-169.423965,9.049133,3
4483,'2017/02/21 02:16:38:781',8,-165.966766,7.053787,3
4484,'2017/02/21 02:16:38:792',8,-167.478577,5.68782,3
4485,'2017/02/21 02:16:38:809',8,-167.444992,5.17746,3
4486,'2017/02/21 02:16:38:827',8,-167.519318,4.230576,3
4487,'2017/02/21 02:16:38:843',8,-167.492233,2.956284,3
4488,'2017/02/21 02:16:38:860',8,-168.260681,1.507339,3
4489,'2017/02/21 02:16:38:877',8,-168.708191,0.700775,3
4490,'2017/02/21 02:16:38:893',8,-168.848373,-0.702057,3
4491,'2017/02/21 02:16:38:910',8,-168.869751,-1.292282,3
4492,'2017/02/21 02:16:38:927',8,-169.167313,-1.880859,3
4493,'2017/02/21 02:16:38:943',8,-168.553223,-2.02272,3
4494,'2017/02/21 02:16:38:958',8,-168.259003,-2.334671,3
4495,'2017/02/21 02:16:38:980',8,-167.53688,-2.150528,3
4496,'2017/02/21 02:16:38:993',8,-167.338287,-1.726105,3
4497,'2017/02/21 02:16:39:009',8,-167.507507,-1.406357,3
4498,'2017/02/21 02:16:39:026',8,-167.277573,-0.978577,3
4499,'2017/02/21 02:16:39:043',8,-167.5513,-0.415787,3
4500,'2017/02/21 02:16:39:060',8,-167.390594,-0.069199,3
4501,'2017/02/21 02:16:39:076',8,-167.3284,1.236649,3
4502,'2017/02/21 02:16:39:092',8,-167.286743,2.264755,3
4503,'2017/02/21 02:16:39:113',8,-167.727982,2.393829,3
4504,'2017/02/21 02:16:39:124',8,-168.577698,1.766312,3
4505,'2017/02/21 02:16:39:141',8,-168.756836,0.892593,3
4506,'2017/02/21 02:16:39:159',8,-168.451721,1.386597,3
4507,'2017/02/21 02:16:39:175',8,-168.385956,2.184006,3
4508,'2017/02/21 02:16:39:191',8,-168.460297,2.563324,3
4509,'2017/02/21 02:16:39:209',8,-168.602081,3.195786,3
4510,'2017/02/21 02:16:39:226',8,-169.045929,3.18042,3
4511,'2017/02/21 02:16:39:242',8,-169.49823,2.930756,3
5798,'2017/02/21 02:20:23:711',10,-112.032555,-100.258751,4
5799,'2017/02/21 02:20:23:726',10,-111.049698,-101.534599,4
5800,'2017/02/21 02:20:23:743',10,-108.612541,-94.361839,4
5801,'2017/02/21 02:20:23:765',10,-106.477615,-90.054817,4
5802,'2017/02/21 02:20:23:776',10,-105.928658,-89.715721,4
5803,'2017/02/21 02:20:23:792',10,-104.86348,-87.81852,4
5804,'2017/02/21 02:20:23:808',10,-106.795547,-85.881889,4
5805,'2017/02/21 02:20:23:826',10,-107.866867,-84.18679,4
5806,'2017/02/21 02:20:23:842',10,-108.867294,-83.116867,4
5807,'2017/02/21 02:20:23:863',10,-108.980347,-82.457443,4
5808,'2017/02/21 02:20:23:875',10,-109.108887,-82.056435,4
5809,'2017/02/21 02:20:23:892',10,-107.465561,-82.071777,4
5810,'2017/02/21 02:20:23:908',10,-103.086166,-120.495117,4
5811,'2017/02/21 02:20:23:925',10,-103.620636,-129.244736,4
5812,'2017/02/21 02:20:23:942',10,-103.942474,-130.291885,4
5813,'2017/02/21 02:20:23:988',10,-106.416901,-127.095062,4
5814,'2017/02/21 02:20:24:017',10,-108.544426,-126.308762,4
5815,'2017/02/21 02:20:24:030',10,-108.770935,-125.896294,4
5816,'2017/02/21 02:20:24:046',10,-109.447571,-124.719574,4
5817,'2017/02/21 02:20:24:059',10,-109.643173,-124.017395,4
5818,'2017/02/21 02:20:24:075',10,-109.643173,-124.017395,4
5819,'2017/02/21 02:20:24:093',10,-111.126862,-123.556793,4
5820,'2017/02/21 02:20:24:108',10,-111.259056,-123.622604,4
5821,'2017/02/21 02:20:24:125',10,-111.442368,-124.138306,4
5822,'2017/02/21 02:20:24:142',10,-115.361511,-117.979523,4
5823,'2017/02/21 02:20:24:158',10,-117.375626,-110.798889,4
5824,'2017/02/21 02:20:24:175',10,-119.4356,-107.221085,4
5825,'2017/02/21 02:20:24:192',10,-119.069077,-105.627533,4
5826,'2017/02/21 02:20:24:208',10,-119.120132,-103.382294,4
5827,'2017/02/21 02:20:24:225',10,-118.018997,-101.82576,4
5828,'2017/02/21 02:20:24:242',10,-118.84407,-100.98587,4
5829,'2017/02/21 02:20:24:259',10,-117.77961,-100.265945,4
5830,'2017/02/21 02:20:24:276',10,-117.367241,-100.354355,4
5831,'2017/02/21 02:20:24:292',10,-118.570847,-98.187653,4
5832,'2017/02/21 02:20:24:308',10,-118.350235,-97.3685,4
5833,'2017/02/21 02:20:24:324',10,-118.337349,-96.753853,4
5834,'2017/02/21 02:20:24:341',10,-118.36795,-96.452332,4
5835,'2017/02/21 02:20:24:357',10,-118.561028,-96.309944,4
5836,'2017/02/21 02:20:24:374',10,-118.728638,-96.233589,4
5837,'2017/02/21 02:20:24:391',10,-118.715157,-96.219337,4
5838,'2017/02/21 02:20:24:408',10,-118.596725,-96.180229,4
5839,'2017/02/21 02:20:24:425',10,-118.500717,-96.19574,4
5840,'2017/02/21 02:20:24:442',10,-118.311531,-95.741959,4
5841,'2017/02/21 02:20:24:458',10,-116.957504,-95.216431,4
5842,'2017/02/21 02:20:24:475',10,-114.115021,-92.755043,4
5843,'2017/02/21 02:20:24:496',10,-115.723938,-89.43531,4
5844,'2017/02/21 02:20:24:507',10,-118.084877,-87.641464,4
5845,'2017/02/21 02:20:24:528',10,-119.117203,-86.650795,4
5846,'2017/02/21 02:20:24:541',10,-119.255974,-86.299759,4
5847,'2017/02/21 02:20:24:558',10,-117.846207,-86.309235,4
5848,'2017/02/21 02:20:24:574',10,-118.03241,-86.385101,4
5849,'2017/02/21 02:20:24:591',10,-118.706604,-86.564934,4
5850,'2017/02/21 02:20:24:607',10,-117.034492,-87.852173,4
5851,'2017/02/21 02:20:24:624',10,-112.552032,-117.079178,4
5852,'2017/02/21 02:20:24:641',10,-109.629303,-127.675217,4
5853,'2017/02/21 02:20:24:658',10,-108.600609,-130.936981,4
5854,'2017/02/21 02:20:24:674',10,-107.897331,-134.454575,4
5855,'2017/02/21 02:20:24:690',10,-107.851196,-135.768219,4
5856,'2017/02/21 02:20:24:707',10,-106.037827,-134.076065,4
5857,'2017/02/21 02:20:24:724',10,-105.233734,-130.122879,4
5858,'2017/02/21 02:20:24:740',10,-105.408699,-120.968521,4
5859,'2017/02/21 02:20:24:757',10,-107.168839,-117.223579,4
5860,'2017/02/21 02:20:24:776',10,-107.763306,-124.16967,4
5861,'2017/02/21 02:20:24:791',10,-107.763306,-124.16967,4
5862,'2017/02/21 02:20:24:811',10,-111.514679,-122.16687,4
5863,'2017/02/21 02:20:24:823',10,-112.117447,-118.892426,4
5864,'2017/02/21 02:20:24:840',10,-113.476318,-111.922546,4
5865,'2017/02/21 02:20:24:857',10,-116.835281,-108.005844,4
5866,'2017/02/21 02:20:24:873',10,-120.127617,-99.961433,4
5917,'2017/02/21 02:20:25:721',10,-128.31871,95.904991,4
5918,'2017/02/21 02:20:25:738',10,-127.870407,97.772919,4
5919,'2017/02/21 02:20:25:754',10,-127.162323,99.355125,4
5920,'2017/02/21 02:20:25:771',10,-126.978058,98.348015,4
5921,'2017/02/21 02:20:25:789',10,-127.013794,98.176163,4
5922,'2017/02/21 02:20:25:805',10,-127.160156,98.640587,4
5923,'2017/02/21 02:20:25:821',10,-126.976639,99.592506,4
5924,'2017/02/21 02:20:25:838',10,-126.991264,100.697388,4
5925,'2017/02/21 02:20:25:855',10,-126.923256,101.928177,4
5926,'2017/02/21 02:20:25:871',10,-127.01712,103.209061,4
5927,'2017/02/21 02:20:25:887',10,-127.562332,105.522896,4
5928,'2017/02/21 02:20:25:903',10,-127.911682,106.840439,4
5929,'2017/02/21 02:20:25:920',10,-128.109497,107.80275,4
5930,'2017/02/21 02:20:25:937',10,-128.210953,108.443298,4
5931,'2017/02/21 02:20:25:953',10,-128.218491,108.958794,4
5932,'2017/02/21 02:20:25:970',10,-128.206177,109.371193,4
5933,'2017/02/21 02:20:25:987',10,-128.205154,109.686707,4
5934,'2017/02/21 02:20:26:004',10,-128.240112,109.788094,4
5935,'2017/02/21 02:20:26:021',10,-128.277008,109.927406,4
5936,'2017/02/21 02:20:26:039',10,-128.258057,110.173233,4
5937,'2017/02/21 02:20:26:054',10,-128.221802,110.251167,4
5938,'2017/02/21 02:20:26:071',10,-128.168594,110.260498,4
5939,'2017/02/21 02:20:26:087',10,-128.082123,110.033218,4
5940,'2017/02/21 02:20:26:103',10,-128.059082,109.455681,4
5941,'2017/02/21 02:20:26:120',10,-128.07486,108.97834,4
5942,'2017/02/21 02:20:26:136',10,-128.058411,108.103867,4
5943,'2017/02/21 02:20:26:153',10,-128.036652,107.295601,4
5944,'2017/02/21 02:20:26:169',10,-128.172424,106.068703,4
5945,'2017/02/21 02:20:26:187',10,-128.220337,105.350418,4
5946,'2017/02/21 02:20:26:204',10,-128.702942,102.832672,4
5947,'2017/02/21 02:20:26:219',10,-128.531342,100.410942,4
5948,'2017/02/21 02:20:26:236',10,-128.244034,98.122261,4
5949,'2017/02/21 02:20:26:254',10,-127.804901,95.347069,4
5984,'2017/02/21 02:20:26:840',10,-132.934845,-94.91938,4
5985,'2017/02/21 02:20:26:857',10,-132.584625,-103.910255,4
5986,'2017/02/21 02:20:26:872',10,-132.05809,-111.536743,4
5987,'2017/02/21 02:20:26:889',10,-130.507401,-115.003227,4
5988,'2017/02/21 02:20:26:906',10,-128.852554,-113.220383,4
5989,'2017/02/21 02:20:26:922',10,-128.354538,-112.261124,4
5990,'2017/02/21 02:20:26:936',10,-127.960686,-112.321213,4
5991,'2017/02/21 02:20:26:957',10,-127.83091,-112.718735,4
5992,'2017/02/21 02:20:26:973',10,-127.863174,-113.341972,4
5993,'2017/02/21 02:20:26:990',10,-127.429092,-114.152435,4
5994,'2017/02/21 02:20:27:006',10,-127.223053,-114.85154,4
5995,'2017/02/21 02:20:27:022',10,-126.844284,-115.613838,4
5996,'2017/02/21 02:20:27:043',10,-125.379028,-116.376419,4
5997,'2017/02/21 02:20:27:056',10,-125.159515,-116.696724,4
5998,'2017/02/21 02:20:27:072',10,-125.236511,-116.802788,4
5999,'2017/02/21 02:20:27:090',10,-125.207138,-116.784523,4
6000,'2017/02/21 02:20:27:107',10,-124.932892,-116.431229,4
6001,'2017/02/21 02:20:27:122',10,-124.942734,-116.33844,4
6002,'2017/02/21 02:20:27:139',10,-124.88266,-116.171661,4
6003,'2017/02/21 02:20:27:156',10,-124.559174,-116.103622,4
6004,'2017/02/21 02:20:27:173',10,-124.351463,-116.074936,4
6005,'2017/02/21 02:20:27:189',10,-123.681847,-115.979782,4
6006,'2017/02/21 02:20:27:205',10,-123.115753,-115.963211,4
6007,'2017/02/21 02:20:27:221',10,-122.553497,-115.659073,4
6008,'2017/02/21 02:20:27:238',10,-122.696594,-115.3284,4
6009,'2017/02/21 02:20:27:256',10,-122.850632,-114.598549,4
6010,'2017/02/21 02:20:27:273',10,-123.033234,-114.092949,4
6011,'2017/02/21 02:20:27:294',10,-123.217056,-113.7192,4
6012,'2017/02/21 02:20:27:305',10,-123.255203,-113.585411,4
6013,'2017/02/21 02:20:27:322',10,-123.494797,-113.214348,4
6014,'2017/02/21 02:20:27:339',10,-123.528893,-112.935829,4
6015,'2017/02/21 02:20:27:356',10,-123.4953,-112.71566,4
6016,'2017/02/21 02:20:27:372',10,-123.456833,-112.59333,4
6017,'2017/02/21 02:20:27:389',10,-127.974739,-118.304329,4
6018,'2017/02/21 02:20:27:407',10,-128.625671,-120.929993,4
6019,'2017/02/21 02:20:27:423',10,-127.484818,-113.421135,4
6020,'2017/02/21 02:20:27:438',10,-127.162529,-109.416893,4
6021,'2017/02/21 02:20:27:455',10,-127.169746,-108.398903,4
6022,'2017/02/21 02:20:27:472',10,-127.150658,-107.842056,4
6023,'2017/02/21 02:20:27:488',10,-127.567337,-107.274719,4
6024,'2017/02/21 02:20:27:504',10,-128.33522,-106.345818,4
6025,'2017/02/21 02:20:27:521',10,-128.307816,-105.901352,4
6026,'2017/02/21 02:20:27:538',10,-128.70874,-104.881294,4
6027,'2017/02/21 02:20:27:555',10,-128.925064,-103.056808,4
6028,'2017/02/21 02:20:27:572',10,-127.650818,-100.264671,4
6029,'2017/02/21 02:20:27:589',10,-125.335052,-99.074295,4
6089,'2017/02/21 02:20:28:591',10,-129.024384,99.085457,4
6090,'2017/02/21 02:20:28:607',10,-129.380386,100.472122,4
6091,'2017/02/21 02:20:28:623',10,-129.581055,102.976143,4
6092,'2017/02/21 02:20:28:640',10,-130.617645,104.234848,4
6093,'2017/02/21 02:20:28:652',10,-131.503891,105.783195,4
6094,'2017/02/21 02:20:28:670',10,-132.501434,107.402718,4
6095,'2017/02/21 02:20:28:686',10,-133.536774,109.247597,4
6096,'2017/02/21 02:20:28:706',10,-134.126953,110.791115,4
6097,'2017/02/21 02:20:28:723',10,-134.523331,112.309776,4
6098,'2017/02/21 02:20:28:740',10,-135.189255,115.414841,4
6099,'2017/02/21 02:20:28:757',10,-135.804138,117.601616,4
6100,'2017/02/21 02:20:28:773',10,-136.298615,119.568726,4
6101,'2017/02/21 02:20:28:789',10,-135.779312,121.953178,4
6102,'2017/02/21 02:20:28:807',10,-135.787048,123.330048,4
6103,'2017/02/21 02:20:28:823',10,-135.978699,124.369278,4
6104,'2017/02/21 02:20:28:840',10,-136.139236,125.725243,4
6105,'2017/02/21 02:20:28:852',10,-136.201385,126.255447,4
