@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute handpos-1 {0,1,2,3,4,5}

@data
6687,'2017/02/21 02:24:00:081',11,-359.344666,-11.54303,5
6688,'2017/02/21 02:24:00:097',11,-361.574432,-12.038101,5
6689,'2017/02/21 02:24:00:113',11,-362.993896,-11.680008,5
6690,'2017/02/21 02:24:00:130',11,-364.644501,-12.016586,5
6691,'2017/02/21 02:24:00:152',11,-365.471405,-12.022919,5
6692,'2017/02/21 02:24:00:164',11,-365.773285,-12.997147,5
6693,'2017/02/21 02:24:00:180',11,-366.160034,-12.921158,5
6694,'2017/02/21 02:24:00:197',11,-367.160736,-13.343781,5
6695,'2017/02/21 02:24:00:213',11,-367.50415,-13.307602,5
6696,'2017/02/21 02:24:00:230',11,-367.989014,-13.450775,5
6697,'2017/02/21 02:24:00:247',11,-368.080627,-14.297546,5
6698,'2017/02/21 02:24:00:264',11,-367.94577,-14.388962,5
6699,'2017/02/21 02:24:00:281',11,-367.475098,-15.588791,5
6700,'2017/02/21 02:24:00:297',11,-367.100708,-17.374252,5
6701,'2017/02/21 02:24:00:312',11,-367.161377,-17.772141,5
6702,'2017/02/21 02:24:00:330',11,-367.16333,-18.045502,5
6703,'2017/02/21 02:24:00:346',11,-367.149902,-17.68457,5
6704,'2017/02/21 02:24:00:362',11,-367.328918,-18.030029,5
6705,'2017/02/21 02:24:00:378',11,-367.480713,-17.818619,5
6706,'2017/02/21 02:24:00:396',11,-367.697662,-17.75708,5
6707,'2017/02/21 02:24:00:412',11,-367.767395,-17.855988,5
6708,'2017/02/21 02:24:00:429',11,-367.883423,-18.804367,5
6709,'2017/02/21 02:24:00:446',11,-367.466492,-19.155853,5
6710,'2017/02/21 02:24:00:463',11,-367.60907,-18.785309,5
6711,'2017/02/21 02:24:00:480',11,-368.060852,-18.59845,5
6712,'2017/02/21 02:24:00:495',11,-368.373352,-18.498856,5
6713,'2017/02/21 02:24:00:512',11,-368.373535,-18.775818,5
6714,'2017/02/21 02:24:00:529',11,-368.689026,-19.073166,5
6715,'2017/02/21 02:24:00:546',11,-369.000916,-19.611267,5
6716,'2017/02/21 02:24:00:562',11,-369.170349,-19.922241,5
6717,'2017/02/21 02:24:00:579',11,-369.561462,-19.868607,5
6718,'2017/02/21 02:24:00:596',11,-369.859497,-19.896957,5
6719,'2017/02/21 02:24:00:612',11,-370.105621,-20.078781,5
6720,'2017/02/21 02:24:00:629',11,-370.411499,-19.652771,5
6721,'2017/02/21 02:24:00:646',11,-370.555542,-19.623306,5
6722,'2017/02/21 02:24:00:663',11,-370.822144,-19.965652,5
6723,'2017/02/21 02:24:00:679',11,-371.231262,-20.837387,5
6724,'2017/02/21 02:24:00:696',11,-371.147644,-21.012146,5
6725,'2017/02/21 02:24:00:711',11,-371.427612,-20.634018,5
6726,'2017/02/21 02:24:00:728',11,-371.916809,-19.748978,5
6727,'2017/02/21 02:24:00:745',11,-372.414185,-19.041977,5
6728,'2017/02/21 02:24:00:762',11,-372.679108,-18.427795,5
6729,'2017/02/21 02:24:00:778',11,-373.181366,-17.55751,5
6730,'2017/02/21 02:24:00:796',11,-373.511108,-17.327713,5
6731,'2017/02/21 02:24:00:812',11,-373.753479,-16.497681,5
6732,'2017/02/21 02:24:00:829',11,-374.160583,-15.623062,5
6733,'2017/02/21 02:24:00:845',11,-374.417542,-15.19899,5
6734,'2017/02/21 02:24:00:862',11,-374.791077,-14.821121,5
6735,'2017/02/21 02:24:00:879',11,-375.420654,-14.93634,5
6736,'2017/02/21 02:24:00:895',11,-375.834167,-14.950287,5
6737,'2017/02/21 02:24:00:913',11,-376.160675,-14.855209,5
6738,'2017/02/21 02:24:00:928',11,-376.784485,-14.866547,5
6739,'2017/02/21 02:24:00:944',11,-377.253174,-15.020477,5
6740,'2017/02/21 02:24:00:961',11,-377.656616,-15.151642,5
6741,'2017/02/21 02:24:00:977',11,-377.877808,-14.885483,5
6742,'2017/02/21 02:24:00:994',11,-377.863403,-14.845871,5
6743,'2017/02/21 02:24:01:011',11,-377.764008,-14.927185,5
6744,'2017/02/21 02:24:01:028',11,-377.670776,-14.852676,5
6745,'2017/02/21 02:24:01:045',11,-377.555725,-14.742081,5
6746,'2017/02/21 02:24:01:062',11,-377.513458,-14.647141,5
6747,'2017/02/21 02:24:01:082',11,-377.528503,-14.729309,5
6748,'2017/02/21 02:24:01:095',11,-377.765381,-14.881561,5
6749,'2017/02/21 02:24:01:110',11,-378.430603,-15.695602,5
6750,'2017/02/21 02:24:01:127',11,-378.794891,-15.705765,5
6751,'2017/02/21 02:24:01:144',11,-378.859985,-15.644653,5
6752,'2017/02/21 02:24:01:163',11,-379.231384,-15.593231,5
6753,'2017/02/21 02:24:01:177',11,-379.084106,-15.353516,5
6754,'2017/02/21 02:24:01:194',11,-379.467834,-14.990707,5
6755,'2017/02/21 02:24:01:211',11,-379.782196,-14.643967,5
6756,'2017/02/21 02:24:01:228',11,-379.756958,-13.379303,5
6757,'2017/02/21 02:24:01:245',11,-380.931824,-12.055817,5
6758,'2017/02/21 02:24:01:263',11,-382.119995,-11.83461,5
6759,'2017/02/21 02:24:01:278',11,-383.267487,-12.039398,5
6760,'2017/02/21 02:24:01:296',11,-384.366333,-11.053238,5
6761,'2017/02/21 02:24:01:310',11,-385.260406,-11.858353,5
6762,'2017/02/21 02:24:01:327',11,-386.172729,-10.349594,5
6763,'2017/02/21 02:24:01:344',11,-387.323486,-10.676422,5
6764,'2017/02/21 02:24:01:361',11,-387.040192,-10.910675,5
6765,'2017/02/21 02:24:01:377',11,-386.587921,-11.432343,5
6766,'2017/02/21 02:24:01:394',11,-386.772949,-11.764008,5
6767,'2017/02/21 02:24:01:413',11,-386.382629,-11.297699,5
6768,'2017/02/21 02:24:01:427',11,-386.748047,-10.653473,5
6769,'2017/02/21 02:24:01:444',11,-386.848572,-10.659119,5
6770,'2017/02/21 02:24:01:461',11,-386.136841,-10.190079,5
6771,'2017/02/21 02:24:01:477',11,-383.124207,-13.209366,5
6772,'2017/02/21 02:24:01:493',11,-383.124207,-13.209366,5
6773,'2017/02/21 02:24:01:510',11,-383.448914,-13.021606,5
6774,'2017/02/21 02:24:01:526',11,-384.49292,-11.583954,5
6775,'2017/02/21 02:24:01:543',11,-385.784668,-11.983322,5
6776,'2017/02/21 02:24:01:561',11,-386.766846,-12.21376,5
6777,'2017/02/21 02:24:01:576',11,-387.529083,-13.004486,5
6778,'2017/02/21 02:24:01:593',11,-388.574402,-13.672516,5
6779,'2017/02/21 02:24:01:610',11,-389.211548,-12.953766,5
6780,'2017/02/21 02:24:01:626',11,-390.123474,-11.404129,5
6781,'2017/02/21 02:24:01:643',11,-391.777954,-10.826645,5
6782,'2017/02/21 02:24:01:662',11,-394.052582,-11.46077,5
6783,'2017/02/21 02:24:01:677',11,-393.778931,-12.111023,5
6784,'2017/02/21 02:24:01:693',11,-398.119629,-14.393814,5
6785,'2017/02/21 02:24:01:709',11,-399.10498,-13.44458,5
6786,'2017/02/21 02:24:01:726',11,-399.328552,-12.329681,5
6787,'2017/02/21 02:24:01:743',11,-396.05719,-8.218994,5
6788,'2017/02/21 02:24:01:760',11,-398.062164,-7.711609,5
6789,'2017/02/21 02:24:01:776',11,-398.801086,-7.221283,5
6790,'2017/02/21 02:24:01:793',11,-400.271881,-7.058914,5
6791,'2017/02/21 02:24:01:809',11,-401.563721,-5.246002,5
6792,'2017/02/21 02:24:01:827',11,-402.398865,-3.538803,5
6793,'2017/02/21 02:24:01:843',11,-402.578186,-1.009796,5
6794,'2017/02/21 02:24:01:860',11,-400.747803,-2.05748,5
6795,'2017/02/21 02:24:01:876',11,-400.879242,0.633293,5
6796,'2017/02/21 02:24:01:893',11,-409.786743,-1.83049,5
6797,'2017/02/21 02:24:01:914',11,-411.229065,-2.927124,5
6798,'2017/02/21 02:24:01:927',11,-411.371643,-1.193314,5
6799,'2017/02/21 02:24:01:942',11,-414.820251,-2.161087,5
6800,'2017/02/21 02:24:01:959',11,-414.333679,-0.82489,5
6801,'2017/02/21 02:24:01:975',11,-417.12616,-2.769836,5
6802,'2017/02/21 02:24:01:992',11,-419.21344,-1.737915,5
6803,'2017/02/21 02:24:02:009',11,-421.551117,-0.524483,5
6804,'2017/02/21 02:24:02:026',11,-428.897064,3.058624,5
6805,'2017/02/21 02:24:02:043',11,-434.427032,3.967552,5
6806,'2017/02/21 02:24:02:059',11,-436.173279,-2.448708,5
6807,'2017/02/21 02:24:02:076',11,-438.416687,-2.2584,5
6808,'2017/02/21 02:24:02:092',11,-439.397156,-2.204193,5
6809,'2017/02/21 02:24:02:108',11,-439.519775,-1.561188,5
6810,'2017/02/21 02:24:02:126',11,-440.603455,-1.44075,5
6811,'2017/02/21 02:24:02:141',11,-440.691681,-1.352135,5
6812,'2017/02/21 02:24:02:158',11,-438.904663,0.543137,5
6813,'2017/02/21 02:24:02:177',11,-438.531433,1.548981,5
6814,'2017/02/21 02:24:02:191',11,-436.797302,2.893242,5
6815,'2017/02/21 02:24:02:208',11,-436.639709,2.986839,5
6816,'2017/02/21 02:24:02:225',11,-436.447876,3.062111,5
6817,'2017/02/21 02:24:02:242',11,-439.989349,1.157593,5
6818,'2017/02/21 02:24:02:258',11,-432.373474,5.458199,5
6819,'2017/02/21 02:24:02:275',11,-431.971039,5.348907,5
6820,'2017/02/21 02:24:02:291',11,-432.376221,4.869774,5
6821,'2017/02/21 02:24:02:307',11,-433.971558,3.233162,5
6822,'2017/02/21 02:24:02:324',11,-434.642487,2.660194,5
6823,'2017/02/21 02:24:02:341',11,-431.173645,4.58017,5
6824,'2017/02/21 02:24:02:357',11,-431.515686,4.290283,5
6825,'2017/02/21 02:24:02:374',11,-432.819794,3.342239,5
6826,'2017/02/21 02:24:02:391',11,-434.422791,1.919136,5
6827,'2017/02/21 02:24:02:407',11,-438.697113,-0.415314,5
6828,'2017/02/21 02:24:02:427',11,-439.242584,-0.728111,5
6829,'2017/02/21 02:24:02:441',11,-438.953735,-0.91951,5
6830,'2017/02/21 02:24:02:458',11,-438.67926,-0.838593,5
6831,'2017/02/21 02:24:02:475',11,-432.076538,2.265999,5
6832,'2017/02/21 02:24:02:491',11,-429.889648,1.35807,5
6833,'2017/02/21 02:24:02:508',11,-427.166016,1.545311,5
6834,'2017/02/21 02:24:02:523',11,-426.302734,0.550102,5
6835,'2017/02/21 02:24:02:540',11,-426.761719,-9.30703,5
6836,'2017/02/21 02:24:02:557',11,-424.601074,-7.657143,5
6837,'2017/02/21 02:24:02:573',11,-420.466919,-3.946556,5
6838,'2017/02/21 02:24:02:590',11,-420.466919,-3.946556,5
6839,'2017/02/21 02:24:02:607',11,-414.482941,-7.275703,5
6840,'2017/02/21 02:24:02:624',11,-413.349457,-10.038857,5
6841,'2017/02/21 02:24:02:641',11,-408.07843,-9.820961,5
6842,'2017/02/21 02:24:02:657',11,-402.465332,-8.418747,5
6843,'2017/02/21 02:24:02:676',11,-394.573914,-8.308327,5
6844,'2017/02/21 02:24:02:691',11,-387.130249,-6.84137,5
6845,'2017/02/21 02:24:02:706',11,-378.757568,-7.30307,5
6846,'2017/02/21 02:24:02:723',11,-371.493713,-7.047951,5
6847,'2017/02/21 02:24:02:740',11,-364.440094,-7.322823,5
6848,'2017/02/21 02:24:02:757',11,-358.012512,-4.549965,5
6849,'2017/02/21 02:24:02:773',11,-354.00116,-3.130089,5
6850,'2017/02/21 02:24:02:790',11,-348.244965,-0.698845,5
6851,'2017/02/21 02:24:02:807',11,-336.60733,-1.273491,5
6852,'2017/02/21 02:24:02:823',11,-333.232941,-2.919922,5
6853,'2017/02/21 02:24:02:840',11,-333.162964,-1.133842,5
6854,'2017/02/21 02:24:02:857',11,-333.694092,4.30191,5
6855,'2017/02/21 02:24:02:873',11,-330.720215,9.364113,5
6856,'2017/02/21 02:24:02:889',11,-326.252319,14.526108,5
6857,'2017/02/21 02:24:02:906',11,-320.914764,18.976349,5
6858,'2017/02/21 02:24:02:927',11,-314.641235,28.766594,5
6859,'2017/02/21 02:24:02:939',11,-313.520508,31.122131,5
6860,'2017/02/21 02:24:02:956',11,-313.520508,31.122131,5
6861,'2017/02/21 02:24:02:972',11,-313.520508,31.122131,5
6862,'2017/02/21 02:24:02:989',11,-313.520508,31.122131,5
6863,'2017/02/21 02:24:03:005',11,-313.520508,31.122131,5
6864,'2017/02/21 02:24:03:022',11,-313.520508,31.122131,5
6865,'2017/02/21 02:24:03:039',11,-313.520508,31.122131,5
6866,'2017/02/21 02:24:03:056',11,-313.520508,31.122131,5
6867,'2017/02/21 02:24:03:073',11,-313.520508,31.122131,5
6868,'2017/02/21 02:24:03:088',11,-313.520508,31.122131,5
6869,'2017/02/21 02:24:03:105',11,-313.520508,31.122131,5
6870,'2017/02/21 02:24:03:157',11,-313.520508,31.122131,5
6871,'2017/02/21 02:24:03:159',11,-313.520508,31.122131,5
6872,'2017/02/21 02:24:03:182',11,-313.520508,31.122131,5
6873,'2017/02/21 02:24:03:191',11,-313.520508,31.122131,5
6874,'2017/02/21 02:24:03:216',11,-313.520508,31.122131,5
6875,'2017/02/21 02:24:03:226',11,-313.520508,31.122131,5
6876,'2017/02/21 02:24:03:241',11,-313.520508,31.122131,5
6877,'2017/02/21 02:24:03:255',11,-313.520508,31.122131,5
6878,'2017/02/21 02:24:03:273',11,-313.520508,31.122131,5
6879,'2017/02/21 02:24:03:288',11,-313.520508,31.122131,5
6880,'2017/02/21 02:24:03:305',11,-313.520508,31.122131,5
6881,'2017/02/21 02:24:03:321',11,-313.520508,31.122131,5
6882,'2017/02/21 02:24:03:338',11,-313.520508,31.122131,5
6883,'2017/02/21 02:24:03:354',11,-313.520508,31.122131,5
6884,'2017/02/21 02:24:03:371',11,-313.520508,31.122131,5
6885,'2017/02/21 02:24:03:388',11,-313.520508,31.122131,5
6886,'2017/02/21 02:24:03:404',11,-313.520508,31.122131,5
6887,'2017/02/21 02:24:03:421',11,-313.520508,31.122131,5
6888,'2017/02/21 02:24:03:440',11,-313.520508,31.122131,5
6889,'2017/02/21 02:24:03:455',11,-313.520508,31.122131,5
6890,'2017/02/21 02:24:03:472',11,-313.520508,31.122131,5
6891,'2017/02/21 02:24:03:488',11,-313.520508,31.122131,5
6892,'2017/02/21 02:24:03:504',11,-313.520508,31.122131,5
